Department,JobTitle,Salary,Qualification,Company,City,Experience
Manufacturing and Engineering,Production Manager,824799,Production Management Certification,Mahindra & Mahindra,Lucknow,11
Manufacturing and Engineering,Mechanical Engineer,1069226,Bachelor's Degree in Mechanical Engineering,Mahindra & Mahindra,Jaipur,18
Manufacturing and Engineering,Production Manager,748337,Production Management Certification,Bharat Heavy Electricals Limited (BHEL),Mumbai,15
Manufacturing and Engineering,Quality Control Engineer,823628,Bachelor's Degree in Quality Control,Bharat Heavy Electricals Limited (BHEL),Jaipur,7
Manufacturing and Engineering,Production Manager,720484,Bachelor's Degree in Industrial Engineering,Mahindra & Mahindra,Bangalore,6
Manufacturing and Engineering,Quality Control Engineer,657732,Quality Control Certification,Mahindra & Mahindra,Kolkata,12
Manufacturing and Engineering,Mechanical Engineer,1116606,Professional Engineer (PE) License,Mahindra & Mahindra,Ahmedabad,2
Marketing and Advertising,Market Research Analyst,904654,Bachelor's Degree in Market Research,McCann Erickson,Hyderabad,14
Marketing and Advertising,Market Research Analyst,668782,Bachelor's Degree in Market Research,Lowe Lintas,Delhi,6
Marketing and Advertising,Public Relations Specialist,767903,Public Relations Certification,DDB Mudra Group,Ahmedabad,2
Marketing and Advertising,Public Relations Specialist,826692,Bachelor's Degree in Public Relations,JWT,Mumbai,13
Marketing and Advertising,Market Research Analyst,621078,Bachelor's Degree in Market Research,McCann Erickson,Bangalore,2
Marketing and Advertising,Public Relations Specialist,799521,Public Relations Certification,Ogilvy & Mather,Hyderabad,13
Marketing and Advertising,Market Research Analyst,1041716,Bachelor's Degree in Market Research,Ogilvy & Mather,Delhi,3
Marketing and Advertising,Public Relations Specialist,755897,Public Relations Certification,JWT,Delhi,13
Marketing and Advertising,Market Research Analyst,660276,Market Research Certification,Ogilvy & Mather,Jaipur,7
Marketing and Advertising,Advertising Executive,611360,Bachelor's Degree in Advertising,DDB Mudra Group,Hyderabad,10
Marketing and Advertising,Market Research Analyst,590300,Market Research Certification,Lowe Lintas,Chennai,13
Marketing and Advertising,Market Research Analyst,972738,Market Research Certification,Lowe Lintas,Lucknow,6
Marketing and Advertising,Market Research Analyst,651534,Market Research Certification,DDB Mudra Group,Bangalore,19
Marketing and Advertising,Public Relations Specialist,789968,Bachelor's Degree in Public Relations,DDB Mudra Group,Hyderabad,6
Marketing and Advertising,Market Research Analyst,658181,Market Research Certification,Lowe Lintas,Chennai,16
Marketing and Advertising,Public Relations Specialist,782999,Public Relations Certification,Ogilvy & Mather,Ahmedabad,8
Marketing and Advertising,Marketing Manager,976869,Bachelor's Degree in Marketing,JWT,Lucknow,20
Marketing and Advertising,Advertising Executive,771363,Advertising Certification,McCann Erickson,Pune,7
Marketing and Advertising,Advertising Executive,521653,Bachelor's Degree in Advertising,McCann Erickson,Bangalore,12
Marketing and Advertising,Marketing Manager,968168,Bachelor's Degree in Marketing,Ogilvy & Mather,Bangalore,19
Marketing and Advertising,Advertising Executive,622614,Advertising Certification,DDB Mudra Group,Kolkata,13
Marketing and Advertising,Digital Marketing Specialist,807672,Digital Marketing Certification,McCann Erickson,Mumbai,1
Marketing and Advertising,Marketing Manager,973295,Master of Business Administration (MBA),McCann Erickson,Pune,5
Marketing and Advertising,Market Research Analyst,921295,Market Research Certification,McCann Erickson,Delhi,6
Marketing and Advertising,Marketing Manager,908276,Master of Business Administration (MBA),JWT,Kolkata,3
Marketing and Advertising,Public Relations Specialist,744655,Bachelor's Degree in Public Relations,McCann Erickson,Bangalore,19
Marketing and Advertising,Digital Marketing Specialist,727962,Bachelor's Degree in Digital Marketing,Ogilvy & Mather,Delhi,4
Marketing and Advertising,Advertising Executive,857262,Advertising Certification,DDB Mudra Group,Pune,4
Marketing and Advertising,Marketing Manager,982184,Bachelor's Degree in Marketing,McCann Erickson,Ahmedabad,11
Marketing and Advertising,Digital Marketing Specialist,845685,Bachelor's Degree in Digital Marketing,McCann Erickson,Jaipur,19
Marketing and Advertising,Public Relations Specialist,888518,Bachelor's Degree in Public Relations,JWT,Mumbai,1
Marketing and Advertising,Marketing Manager,789135,Master of Business Administration (MBA),Lowe Lintas,Mumbai,3
Marketing and Advertising,Digital Marketing Specialist,820453,Bachelor's Degree in Digital Marketing,Ogilvy & Mather,Pune,12
Marketing and Advertising,Advertising Executive,589938,Advertising Certification,Ogilvy & Mather,Delhi,2
Marketing and Advertising,Public Relations Specialist,553170,Public Relations Certification,DDB Mudra Group,Bangalore,3
Marketing and Advertising,Public Relations Specialist,854049,Public Relations Certification,JWT,Pune,20
Marketing and Advertising,Digital Marketing Specialist,792552,Digital Marketing Certification,JWT,Jaipur,12
Marketing and Advertising,Marketing Manager,656414,Master of Business Administration (MBA),Ogilvy & Mather,Ahmedabad,2
Marketing and Advertising,Market Research Analyst,600166,Bachelor's Degree in Market Research,McCann Erickson,Lucknow,15
Marketing and Advertising,Marketing Manager,968228,Bachelor's Degree in Marketing,Lowe Lintas,Bangalore,1
Marketing and Advertising,Marketing Manager,955770,Master of Business Administration (MBA),Lowe Lintas,Delhi,11
Marketing and Advertising,Public Relations Specialist,626690,Bachelor's Degree in Public Relations,Ogilvy & Mather,Ahmedabad,1
Marketing and Advertising,Market Research Analyst,1093523,Market Research Certification,Lowe Lintas,Bangalore,1
Marketing and Advertising,Market Research Analyst,1069349,Bachelor's Degree in Market Research,JWT,Kolkata,17
Marketing and Advertising,Marketing Manager,827301,Bachelor's Degree in Marketing,Lowe Lintas,Mumbai,6
Marketing and Advertising,Advertising Executive,704274,Advertising Certification,DDB Mudra Group,Kolkata,15
Marketing and Advertising,Marketing Manager,682564,Master of Business Administration (MBA),JWT,Lucknow,20
Marketing and Advertising,Digital Marketing Specialist,623838,Bachelor's Degree in Digital Marketing,Lowe Lintas,Ahmedabad,13
Marketing and Advertising,Marketing Manager,851497,Bachelor's Degree in Marketing,McCann Erickson,Delhi,9
Marketing and Advertising,Public Relations Specialist,537406,Public Relations Certification,DDB Mudra Group,Pune,9
Marketing and Advertising,Public Relations Specialist,486516,Bachelor's Degree in Public Relations,Lowe Lintas,Ahmedabad,20
Marketing and Advertising,Public Relations Specialist,587489,Bachelor's Degree in Public Relations,Lowe Lintas,Mumbai,12
Marketing and Advertising,Digital Marketing Specialist,873100,Digital Marketing Certification,Lowe Lintas,Mumbai,19
Marketing and Advertising,Market Research Analyst,925164,Bachelor's Degree in Market Research,Lowe Lintas,Delhi,10
Marketing and Advertising,Market Research Analyst,1046129,Market Research Certification,McCann Erickson,Pune,20
Marketing and Advertising,Market Research Analyst,823707,Market Research Certification,McCann Erickson,Lucknow,11
Marketing and Advertising,Marketing Manager,742193,Bachelor's Degree in Marketing,McCann Erickson,Hyderabad,8
Marketing and Advertising,Market Research Analyst,914042,Bachelor's Degree in Market Research,Lowe Lintas,Hyderabad,18
Marketing and Advertising,Public Relations Specialist,793692,Bachelor's Degree in Public Relations,JWT,Jaipur,17
Marketing and Advertising,Advertising Executive,883425,Bachelor's Degree in Advertising,Ogilvy & Mather,Lucknow,1
Marketing and Advertising,Advertising Executive,610179,Bachelor's Degree in Advertising,Ogilvy & Mather,Mumbai,14
Marketing and Advertising,Public Relations Specialist,790420,Bachelor's Degree in Public Relations,McCann Erickson,Hyderabad,10
Marketing and Advertising,Advertising Executive,614497,Bachelor's Degree in Advertising,DDB Mudra Group,Jaipur,7
Marketing and Advertising,Advertising Executive,717132,Bachelor's Degree in Advertising,Ogilvy & Mather,Ahmedabad,15
Marketing and Advertising,Marketing Manager,655162,Master of Business Administration (MBA),Ogilvy & Mather,Ahmedabad,4
Marketing and Advertising,Advertising Executive,624253,Bachelor's Degree in Advertising,Ogilvy & Mather,Hyderabad,5
Marketing and Advertising,Marketing Manager,893140,Master of Business Administration (MBA),Ogilvy & Mather,Hyderabad,3
Marketing and Advertising,Advertising Executive,853622,Bachelor's Degree in Advertising,Lowe Lintas,Hyderabad,18
Marketing and Advertising,Public Relations Specialist,621289,Public Relations Certification,Ogilvy & Mather,Hyderabad,14
Marketing and Advertising,Digital Marketing Specialist,680311,Digital Marketing Certification,Lowe Lintas,Hyderabad,18
Marketing and Advertising,Digital Marketing Specialist,880576,Digital Marketing Certification,Ogilvy & Mather,Jaipur,11
Marketing and Advertising,Advertising Executive,624898,Advertising Certification,McCann Erickson,Kolkata,18
Marketing and Advertising,Market Research Analyst,659806,Bachelor's Degree in Market Research,McCann Erickson,Kolkata,13
Marketing and Advertising,Market Research Analyst,647315,Bachelor's Degree in Market Research,DDB Mudra Group,Bangalore,11
Marketing and Advertising,Advertising Executive,680639,Advertising Certification,Lowe Lintas,Ahmedabad,5
Marketing and Advertising,Market Research Analyst,747177,Bachelor's Degree in Market Research,Ogilvy & Mather,Jaipur,10
Marketing and Advertising,Digital Marketing Specialist,959903,Digital Marketing Certification,JWT,Hyderabad,18
Marketing and Advertising,Digital Marketing Specialist,891604,Digital Marketing Certification,McCann Erickson,Ahmedabad,8
Real Estate,Real Estate Agent,960575,Real Estate License,Prestige Group,Jaipur,20
Real Estate,Real Estate Developer,701873,Real Estate Development Certification,Prestige Group,Pune,3
Real Estate,Property Manager,698986,Certified Property Manager (CPM),Prestige Group,Pune,19
Real Estate,Real Estate Developer,903437,Real Estate Development Certification,Sobha Limited,Lucknow,8
Real Estate,Real Estate Agent,1050350,Bachelor's Degree in Real Estate,Prestige Group,Jaipur,15
Real Estate,Real Estate Developer,970584,Bachelor's Degree in Real Estate Development,Prestige Group,Delhi,0
Real Estate,Property Manager,660857,Bachelor's Degree in Property Management,DLF,Jaipur,10
Real Estate,Real Estate Agent,1025759,Bachelor's Degree in Real Estate,Oberoi Realty,Jaipur,0
Real Estate,Real Estate Developer,765915,Bachelor's Degree in Real Estate Development,DLF,Pune,0
Real Estate,Real Estate Agent,623865,Bachelor's Degree in Real Estate,Godrej Properties,Hyderabad,8
Real Estate,Property Manager,819598,Bachelor's Degree in Property Management,DLF,Lucknow,9
Real Estate,Property Manager,720602,Certified Property Manager (CPM),Oberoi Realty,Kolkata,3
Real Estate,Real Estate Agent,657093,Real Estate License,DLF,Bangalore,8
Real Estate,Real Estate Agent,588472,Bachelor's Degree in Real Estate,Prestige Group,Chennai,6
Real Estate,Real Estate Agent,614986,Bachelor's Degree in Real Estate,Sobha Limited,Chennai,11
Real Estate,Property Manager,822172,Certified Property Manager (CPM),Oberoi Realty,Jaipur,12
Real Estate,Real Estate Agent,1095278,Real Estate License,Oberoi Realty,Pune,7
Real Estate,Property Manager,1062584,Bachelor's Degree in Property Management,DLF,Delhi,7
Real Estate,Property Manager,890216,Certified Property Manager (CPM),Oberoi Realty,Kolkata,7
Real Estate,Real Estate Agent,606442,Bachelor's Degree in Real Estate,Oberoi Realty,Kolkata,17
Real Estate,Real Estate Developer,1021798,Bachelor's Degree in Real Estate Development,Sobha Limited,Jaipur,5
Real Estate,Real Estate Developer,964583,Bachelor's Degree in Real Estate Development,Prestige Group,Jaipur,15
Real Estate,Property Manager,711087,Bachelor's Degree in Property Management,Godrej Properties,Lucknow,19
Real Estate,Real Estate Developer,904659,Real Estate Development Certification,DLF,Ahmedabad,11
Real Estate,Real Estate Agent,728163,Bachelor's Degree in Real Estate,Prestige Group,Kolkata,0
Real Estate,Property Manager,829828,Bachelor's Degree in Property Management,Oberoi Realty,Mumbai,12
Real Estate,Real Estate Agent,857250,Real Estate License,Godrej Properties,Ahmedabad,19
Real Estate,Real Estate Agent,1036192,Bachelor's Degree in Real Estate,Prestige Group,Chennai,19
Real Estate,Real Estate Developer,1070251,Bachelor's Degree in Real Estate Development,DLF,Ahmedabad,6
Real Estate,Property Manager,947435,Bachelor's Degree in Property Management,Oberoi Realty,Hyderabad,0
Real Estate,Property Manager,1141840,Certified Property Manager (CPM),Sobha Limited,Ahmedabad,0
Real Estate,Real Estate Agent,1055185,Bachelor's Degree in Real Estate,DLF,Ahmedabad,15
Real Estate,Property Manager,856735,Bachelor's Degree in Property Management,Prestige Group,Bangalore,19
Real Estate,Property Manager,964058,Certified Property Manager (CPM),Oberoi Realty,Hyderabad,4
Real Estate,Real Estate Agent,675887,Real Estate License,DLF,Lucknow,12
Real Estate,Property Manager,1146723,Certified Property Manager (CPM),Godrej Properties,Delhi,14
Real Estate,Real Estate Developer,1020593,Bachelor's Degree in Real Estate Development,Godrej Properties,Chennai,18
Real Estate,Real Estate Developer,1091179,Real Estate Development Certification,DLF,Hyderabad,3
Real Estate,Property Manager,604148,Bachelor's Degree in Property Management,Oberoi Realty,Bangalore,19
Real Estate,Real Estate Developer,1166412,Bachelor's Degree in Real Estate Development,Oberoi Realty,Mumbai,7
Real Estate,Property Manager,1085508,Certified Property Manager (CPM),Godrej Properties,Bangalore,9
Real Estate,Property Manager,695591,Bachelor's Degree in Property Management,DLF,Ahmedabad,16
Real Estate,Real Estate Agent,841282,Real Estate License,Godrej Properties,Lucknow,9
Real Estate,Real Estate Developer,1239164,Bachelor's Degree in Real Estate Development,Sobha Limited,Ahmedabad,4
Real Estate,Real Estate Agent,1049466,Real Estate License,DLF,Bangalore,0
Real Estate,Real Estate Agent,674212,Bachelor's Degree in Real Estate,Oberoi Realty,Mumbai,5
Real Estate,Real Estate Agent,939429,Real Estate License,Sobha Limited,Mumbai,1
Real Estate,Real Estate Agent,693797,Real Estate License,Sobha Limited,Bangalore,2
Real Estate,Property Manager,1187000,Bachelor's Degree in Property Management,Godrej Properties,Lucknow,10
Real Estate,Real Estate Developer,977032,Bachelor's Degree in Real Estate Development,Oberoi Realty,Hyderabad,6
Real Estate,Real Estate Agent,800487,Real Estate License,Prestige Group,Chennai,14
Real Estate,Property Manager,833768,Certified Property Manager (CPM),Sobha Limited,Pune,10
Real Estate,Real Estate Agent,647118,Bachelor's Degree in Real Estate,Prestige Group,Delhi,0
Real Estate,Real Estate Agent,1021011,Real Estate License,DLF,Hyderabad,4
Real Estate,Property Manager,829987,Bachelor's Degree in Property Management,DLF,Pune,2
Real Estate,Property Manager,1042963,Certified Property Manager (CPM),Godrej Properties,Mumbai,11
Real Estate,Property Manager,944100,Bachelor's Degree in Property Management,DLF,Ahmedabad,18
Real Estate,Real Estate Developer,1111586,Real Estate Development Certification,DLF,Kolkata,17
Real Estate,Property Manager,803891,Bachelor's Degree in Property Management,Oberoi Realty,Lucknow,19
Real Estate,Property Manager,1165532,Certified Property Manager (CPM),Sobha Limited,Hyderabad,14
Real Estate,Property Manager,805248,Certified Property Manager (CPM),Godrej Properties,Bangalore,3
Real Estate,Property Manager,744924,Bachelor's Degree in Property Management,Godrej Properties,Pune,17
Real Estate,Real Estate Developer,1223103,Real Estate Development Certification,DLF,Ahmedabad,12
Real Estate,Property Manager,1117282,Bachelor's Degree in Property Management,Oberoi Realty,Jaipur,5
Real Estate,Property Manager,1081621,Bachelor's Degree in Property Management,Sobha Limited,Delhi,11
Real Estate,Real Estate Agent,903599,Real Estate License,Godrej Properties,Mumbai,17
Real Estate,Property Manager,801877,Certified Property Manager (CPM),Sobha Limited,Kolkata,13
Real Estate,Real Estate Developer,1226170,Bachelor's Degree in Real Estate Development,Prestige Group,Delhi,7
Real Estate,Real Estate Agent,1089603,Real Estate License,Godrej Properties,Kolkata,5
Real Estate,Property Manager,822353,Certified Property Manager (CPM),DLF,Kolkata,20
Real Estate,Real Estate Agent,918031,Real Estate License,DLF,Mumbai,0
Real Estate,Real Estate Agent,670171,Bachelor's Degree in Real Estate,Sobha Limited,Delhi,17
Real Estate,Property Manager,812705,Certified Property Manager (CPM),Sobha Limited,Bangalore,16
Real Estate,Real Estate Agent,725888,Bachelor's Degree in Real Estate,DLF,Ahmedabad,18
Real Estate,Real Estate Agent,973534,Real Estate License,DLF,Delhi,13
Real Estate,Real Estate Developer,1228634,Bachelor's Degree in Real Estate Development,DLF,Pune,13
Real Estate,Real Estate Developer,1031910,Real Estate Development Certification,Prestige Group,Delhi,3
Real Estate,Property Manager,762704,Certified Property Manager (CPM),Oberoi Realty,Bangalore,3
Real Estate,Real Estate Agent,806817,Bachelor's Degree in Real Estate,Sobha Limited,Lucknow,9
Real Estate,Real Estate Developer,826418,Bachelor's Degree in Real Estate Development,Sobha Limited,Ahmedabad,4
Real Estate,Property Manager,626803,Certified Property Manager (CPM),Sobha Limited,Pune,10
Real Estate,Real Estate Agent,902728,Real Estate License,Oberoi Realty,Pune,4
Real Estate,Real Estate Agent,1027005,Bachelor's Degree in Real Estate,Sobha Limited,Ahmedabad,9
Real Estate,Property Manager,625403,Certified Property Manager (CPM),Oberoi Realty,Bangalore,0
Real Estate,Real Estate Developer,961898,Real Estate Development Certification,Godrej Properties,Hyderabad,16
Real Estate,Real Estate Agent,841029,Bachelor's Degree in Real Estate,DLF,Chennai,4
Real Estate,Property Manager,606148,Certified Property Manager (CPM),Oberoi Realty,Kolkata,7
Real Estate,Real Estate Developer,900670,Bachelor's Degree in Real Estate Development,Sobha Limited,Lucknow,0
Real Estate,Real Estate Developer,948908,Bachelor's Degree in Real Estate Development,Prestige Group,Delhi,12
Real Estate,Real Estate Agent,962219,Real Estate License,Sobha Limited,Bangalore,17
Real Estate,Property Manager,990655,Certified Property Manager (CPM),DLF,Delhi,8
Real Estate,Real Estate Agent,1028070,Real Estate License,Oberoi Realty,Chennai,16
Real Estate,Real Estate Developer,1170340,Real Estate Development Certification,Prestige Group,Ahmedabad,12
Real Estate,Property Manager,996906,Certified Property Manager (CPM),Godrej Properties,Pune,4
Real Estate,Real Estate Agent,1086273,Real Estate License,DLF,Bangalore,8
Real Estate,Real Estate Agent,825660,Real Estate License,Oberoi Realty,Bangalore,10
Real Estate,Property Manager,1044935,Bachelor's Degree in Property Management,Oberoi Realty,Chennai,6
Real Estate,Real Estate Agent,622723,Bachelor's Degree in Real Estate,Prestige Group,Chennai,4
Real Estate,Real Estate Agent,641880,Real Estate License,Prestige Group,Hyderabad,19
Real Estate,Property Manager,909165,Bachelor's Degree in Property Management,DLF,Ahmedabad,19
Real Estate,Property Manager,901117,Bachelor's Degree in Property Management,Sobha Limited,Ahmedabad,2
Real Estate,Property Manager,714043,Certified Property Manager (CPM),Oberoi Realty,Hyderabad,16
Real Estate,Real Estate Agent,823671,Bachelor's Degree in Real Estate,Sobha Limited,Mumbai,12
Real Estate,Real Estate Agent,624849,Bachelor's Degree in Real Estate,Sobha Limited,Chennai,20
Real Estate,Real Estate Agent,627703,Real Estate License,Godrej Properties,Hyderabad,10
Retail,Store Manager,673581,Bachelor's Degree in Retail Management,Aditya Birla Fashion & Retail,Jaipur,0
Retail,Retail Buyer,905623,Certification in Retail Buying,Aditya Birla Fashion & Retail,Bangalore,2
Retail,Merchandiser,782581,Merchandising Certification,Shoppers Stop,Chennai,18
Retail,Retail Buyer,641452,Bachelor's Degree in Merchandising,Reliance Retail,Bangalore,7
Retail,Sales Associate,509581,High School Diploma,Trent,Chennai,4
Retail,Sales Associate,721988,High School Diploma,Future Lifestyle Fashion,Delhi,14
Retail,Store Manager,940035,Bachelor's Degree in Retail Management,Shoppers Stop,Jaipur,20
Retail,Sales Associate,437368,Retail Sales Certification,Reliance Retail,Hyderabad,10
Retail,Merchandiser,659638,Merchandising Certification,Aditya Birla Fashion & Retail,Jaipur,18
Retail,Store Manager,651017,Bachelor's Degree in Retail Management,Reliance Retail,Chennai,3
Retail,Sales Associate,776420,Retail Sales Certification,Reliance Retail,Bangalore,9
Retail,Retail Buyer,936236,Certification in Retail Buying,Future Lifestyle Fashion,Kolkata,8
Retail,Sales Associate,681072,Retail Sales Certification,Reliance Retail,Mumbai,0
Retail,Retail Buyer,630014,Certification in Retail Buying,Aditya Birla Fashion & Retail,Lucknow,13
Retail,Sales Associate,489550,High School Diploma,Shoppers Stop,Kolkata,18
Retail,Store Manager,947698,Retail Management Certification,Trent,Mumbai,3
Retail,Merchandiser,798086,Bachelor's Degree in Merchandising,Reliance Retail,Kolkata,7
Retail,Sales Associate,512363,Retail Sales Certification,Reliance Retail,Chennai,0
Retail,Sales Associate,451394,Retail Sales Certification,Shoppers Stop,Ahmedabad,15
Retail,Sales Associate,695226,High School Diploma,Reliance Retail,Hyderabad,16
Retail,Retail Buyer,530386,Bachelor's Degree in Merchandising,Trent,Lucknow,14
Retail,Store Manager,616044,Retail Management Certification,Reliance Retail,Pune,14
Retail,Retail Buyer,909388,Bachelor's Degree in Merchandising,Shoppers Stop,Jaipur,12
Retail,Retail Buyer,575753,Certification in Retail Buying,Aditya Birla Fashion & Retail,Pune,0
Retail,Merchandiser,575647,Merchandising Certification,Reliance Retail,Ahmedabad,20
Retail,Sales Associate,700790,Retail Sales Certification,Reliance Retail,Jaipur,5
Retail,Merchandiser,467144,Merchandising Certification,Shoppers Stop,Mumbai,17
Retail,Retail Buyer,747864,Certification in Retail Buying,Shoppers Stop,Chennai,0
Retail,Sales Associate,418871,Retail Sales Certification,Future Lifestyle Fashion,Ahmedabad,8
Retail,Merchandiser,769831,Bachelor's Degree in Merchandising,Reliance Retail,Kolkata,19
Retail,Retail Buyer,685092,Bachelor's Degree in Merchandising,Future Lifestyle Fashion,Pune,2
Retail,Sales Associate,543572,High School Diploma,Shoppers Stop,Chennai,3
Retail,Sales Associate,732589,High School Diploma,Shoppers Stop,Jaipur,18
Retail,Retail Buyer,537878,Certification in Retail Buying,Reliance Retail,Kolkata,19
Retail,Merchandiser,646028,Bachelor's Degree in Merchandising,Reliance Retail,Hyderabad,0
Retail,Store Manager,664375,Retail Management Certification,Reliance Retail,Pune,0
Retail,Retail Buyer,936171,Certification in Retail Buying,Future Lifestyle Fashion,Pune,6
Retail,Retail Buyer,736000,Certification in Retail Buying,Trent,Lucknow,14
Retail,Sales Associate,705638,Retail Sales Certification,Reliance Retail,Pune,11
Retail,Sales Associate,590212,Retail Sales Certification,Trent,Delhi,20
Retail,Retail Buyer,891530,Bachelor's Degree in Merchandising,Shoppers Stop,Ahmedabad,0
Retail,Merchandiser,888995,Merchandising Certification,Aditya Birla Fashion & Retail,Hyderabad,15
Retail,Merchandiser,725288,Merchandising Certification,Aditya Birla Fashion & Retail,Hyderabad,18
Retail,Retail Buyer,689205,Bachelor's Degree in Merchandising,Aditya Birla Fashion & Retail,Pune,15
Retail,Store Manager,797897,Bachelor's Degree in Retail Management,Reliance Retail,Mumbai,13
Retail,Merchandiser,642313,Bachelor's Degree in Merchandising,Aditya Birla Fashion & Retail,Ahmedabad,10
Retail,Retail Buyer,828066,Certification in Retail Buying,Reliance Retail,Pune,15
Retail,Sales Associate,609131,High School Diploma,Trent,Mumbai,20
Retail,Merchandiser,694297,Merchandising Certification,Shoppers Stop,Lucknow,16
Retail,Store Manager,900198,Bachelor's Degree in Retail Management,Future Lifestyle Fashion,Ahmedabad,1
Retail,Retail Buyer,761519,Certification in Retail Buying,Shoppers Stop,Delhi,18
Retail,Merchandiser,569666,Merchandising Certification,Reliance Retail,Jaipur,20
Retail,Merchandiser,534362,Merchandising Certification,Future Lifestyle Fashion,Hyderabad,2
Retail,Merchandiser,810264,Bachelor's Degree in Merchandising,Aditya Birla Fashion & Retail,Delhi,11
Retail,Sales Associate,494529,High School Diploma,Reliance Retail,Chennai,4
Retail,Store Manager,684903,Bachelor's Degree in Retail Management,Shoppers Stop,Jaipur,8
Retail,Retail Buyer,657021,Bachelor's Degree in Merchandising,Aditya Birla Fashion & Retail,Bangalore,14
Retail,Retail Buyer,774667,Bachelor's Degree in Merchandising,Trent,Kolkata,20
Retail,Merchandiser,625766,Merchandising Certification,Aditya Birla Fashion & Retail,Kolkata,20
Retail,Store Manager,990366,Bachelor's Degree in Retail Management,Aditya Birla Fashion & Retail,Kolkata,20
Retail,Sales Associate,776938,Retail Sales Certification,Future Lifestyle Fashion,Chennai,18
Retail,Retail Buyer,918808,Certification in Retail Buying,Aditya Birla Fashion & Retail,Ahmedabad,8
Retail,Store Manager,598894,Retail Management Certification,Shoppers Stop,Chennai,15
Retail,Merchandiser,675003,Bachelor's Degree in Merchandising,Shoppers Stop,Hyderabad,16
Retail,Retail Buyer,795138,Bachelor's Degree in Merchandising,Reliance Retail,Jaipur,6
Retail,Store Manager,1083197,Retail Management Certification,Future Lifestyle Fashion,Chennai,15
Retail,Merchandiser,465696,Bachelor's Degree in Merchandising,Aditya Birla Fashion & Retail,Bangalore,0
Retail,Store Manager,688395,Retail Management Certification,Aditya Birla Fashion & Retail,Delhi,11
Retail,Merchandiser,522501,Merchandising Certification,Trent,Pune,10
Retail,Retail Buyer,606818,Bachelor's Degree in Merchandising,Reliance Retail,Bangalore,19
Retail,Sales Associate,644947,High School Diploma,Trent,Delhi,13
Retail,Retail Buyer,983897,Bachelor's Degree in Merchandising,Reliance Retail,Kolkata,8
Retail,Sales Associate,600282,Retail Sales Certification,Future Lifestyle Fashion,Mumbai,18
Sales,Sales Representative,861857,High School Diploma,Reliance Retail,Chennai,18
Sales,Business Development Manager,738707,Business Development Certification,Spencer's Retail,Hyderabad,20
Sales,Sales Representative,712049,Sales Training,Aditya Birla Retail,Ahmedabad,8
Sales,Account Executive,713951,Bachelor's Degree in Sales,Tata Retail,Chennai,17
Sales,Account Executive,973933,Sales Certification,Spencer's Retail,Kolkata,16
Sales,Sales Manager,1120034,Sales Management Certification,Aditya Birla Retail,Delhi,20
Sales,Sales Representative,510932,Sales Training,Spencer's Retail,Jaipur,5
Sales,Account Executive,927557,Sales Certification,Future Group,Ahmedabad,14
Sales,Sales Representative,586588,Sales Training,Tata Retail,Jaipur,9
Sales,Sales Representative,491449,High School Diploma,Tata Retail,Chennai,14
Sales,Sales Manager,764478,Bachelor's Degree in Sales Management,Future Group,Hyderabad,19
Sales,Sales Representative,573027,Sales Training,Future Group,Pune,16
Sales,Sales Representative,833282,High School Diploma,Aditya Birla Retail,Lucknow,7
Sales,Sales Manager,714944,Sales Management Certification,Reliance Retail,Hyderabad,3
Sales,Sales Manager,731590,Sales Management Certification,Reliance Retail,Bangalore,8
Sales,Account Executive,615921,Sales Certification,Aditya Birla Retail,Delhi,4
Sales,Sales Manager,1067880,Sales Management Certification,Reliance Retail,Delhi,14
Sales,Business Development Manager,943249,Business Development Certification,Reliance Retail,Jaipur,8
Sales,Business Development Manager,1211047,Bachelor's Degree in Business Development,Tata Retail,Ahmedabad,10
Sales,Sales Representative,754160,High School Diploma,Future Group,Ahmedabad,1
Sales,Business Development Manager,1256919,Business Development Certification,Aditya Birla Retail,Lucknow,13
Sales,Sales Manager,983247,Sales Management Certification,Spencer's Retail,Ahmedabad,12
Sales,Business Development Manager,1185352,Bachelor's Degree in Business Development,Future Group,Bangalore,6
Sales,Sales Representative,586729,Sales Training,Aditya Birla Retail,Ahmedabad,10
Sales,Business Development Manager,1139124,Bachelor's Degree in Business Development,Aditya Birla Retail,Pune,5
Sales,Business Development Manager,1124771,Bachelor's Degree in Business Development,Aditya Birla Retail,Jaipur,8
Sales,Sales Manager,1091699,Sales Management Certification,Aditya Birla Retail,Hyderabad,19
Sales,Business Development Manager,891899,Bachelor's Degree in Business Development,Future Group,Hyderabad,15
Sales,Sales Representative,685465,High School Diploma,Reliance Retail,Pune,3
Sales,Account Executive,681547,Sales Certification,Aditya Birla Retail,Chennai,10
Sales,Sales Manager,1145818,Sales Management Certification,Spencer's Retail,Lucknow,14
Sales,Sales Manager,1072628,Sales Management Certification,Tata Retail,Pune,14
Sales,Sales Representative,673373,High School Diploma,Future Group,Delhi,17
Sales,Sales Representative,603386,Sales Training,Aditya Birla Retail,Lucknow,16
Sales,Sales Manager,970122,Bachelor's Degree in Sales Management,Future Group,Hyderabad,4
Sales,Business Development Manager,881514,Bachelor's Degree in Business Development,Aditya Birla Retail,Chennai,9
Sales,Account Executive,500801,Bachelor's Degree in Sales,Tata Retail,Kolkata,5
Sales,Sales Manager,635775,Sales Management Certification,Tata Retail,Mumbai,17
Sales,Account Executive,598722,Sales Certification,Aditya Birla Retail,Chennai,19
